Course Code,Course Title,Units,Terms Offered,Description
INTEGBI 132,survey human physiolog,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",mechan key physiolog prioriti maintain healthi human from basi elementari theori inform control develop understand homeostasi cellular composit structur energi metabol we studi neural endocrin signal human develop key concept control homeostasi major organ system includ cardiovascular respiratori
INTEGBI 132L,mammalian physiolog laboratori,2 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",in laboratori compon student gain experi measur physiolog paramet interpret physiolog data design experi commun idea write oral guid investig includ measur membran potenti respons skelet muscl electr stimul electromyographi pulmonari cardiovascular measur human contractil regul frog
INTEGBI 133,anatomi enrich program,2 Units,"Terms offered: Spring 2011, Spring 2010, Spring 2009",the purpos cours univers student teach human anatomi grade public school the ucb student work group plan present system bodi enter school room teach learn
INTEGBI 134L,practic genom,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",genom sequenc analys transform biolog past two decad thi cours provid introduct world comput biolog bioinformat student appli techniqu analyz genom microbiom data uc berkeley campu fox squirrel local california ground squirrel week student master practic bioinformat skill take scientif
INTEGBI 135,the mechan organ,4 Units,"Terms offered: Spring 2024, Spring 2016, Fall 2013",organ design term mechan principl basic fluid solid mechan exampl biolog implic stress depend mechan behavior locomot structur molecul tissu structur element whole organ habitat
INTEGBI C135L,laboratori mechan organ,3 Units,"Terms offered: Spring 2015, Spring 2014, Spring 2013, Spring 2012",introduct laboratori field studi biomechan anim plant use fundament biomechan techniqu equip cours seri rotat involv student experi demonstr solid fluid mechan use discov way divers organ move interact physic environ the laboratori emphas sampl methodolog experiment design
INTEGBI 136,the biolog sex,4 Units,"Terms offered: Fall 2023, Fall 2021, Fall 2014",the abil reproduc defin characterist life great interest biologist well human gener what sex develop whi sexual reproduct wherea anim thi cours provid comprehens overview biolog sex evolutionari perspect emphasi human comparison speci the cours consist two lectur week
INTEGBI 137,human endocrinolog,4 Units,"Terms offered: Fall 2020, Fall 2019, Fall 2018",cours address role hormon physiolog focu human regul hormon secret mechan hormon action discuss physiolog process address includ reproduct metabol water balanc growth fetal develop experiment clinic aspect address
INTEGBI 138,compar endocrinolog,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2021",the primari goal cours provid student broad understand evolut hormon system a compar approach allow us envisag complex mammalian endocrin system presum evolv primit vertebr student learn endocrin pathway behavior jawless fish fish amphibia reptil bird mammal in addit student gain
INTEGBI 139,the neurobiolog stress,4 Units,"Terms offered: Fall 2022, Fall 2020, Fall 2019",thi cours design interdisciplinari cours it adopt approach explor concept stress health diseas particular focu current primari literatur the cours cover multipl dimens studi stress employ genet epigenet molecular cellular physiolog cognit approach especi context endocrin neurosci research we analyz
INTEGBI 140,biolog human reproduct,4 Units,"Terms offered: Spring 2024, Summer 2023 8 Week Session, Spring 2023",cours focus biolog cultur aspect human reproduct includ concept embryolog pregnanc labor deliveri lactat develop puberti reproduct age thi includ studi factor diminish factor enhanc fertil reproduct health we explor evolutionari ecolog environment cultur ethnobiolog nutrit determin
INTEGBI 141,human genet,3 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session",principl inherit especi appli human trait includ molecular aspect genet genet constitut popul question
INTEGBI 142L,brain behavior environ research approach,5 Units,Terms offered: Fall 2023,how experi exposur get skin impact human develop thi cours take research approach understand environment origin adult behavior we begin foundat endocrinolog neurobiolog reproduct develop thi set stage studi experi influenc develop includ nutrit stress immun challeng endocrin disruptor student engag authent research use season
INTEGBI C143A,biolog clock physiolog behavior,3 Units,"Terms offered: Fall 2023, Fall 2020, Fall 2018",a consider biolog clock gener daili lunar season annual rhythm variou anim includ peopl emphasi neuroendocrin substrat develop adapt signific estrou cycl feed rhythm cycl reproduct hibern cycl bodi weight migratori cycl
INTEGBI C143B,hormon behavior,3 Units,"Terms offered: Spring 2022, Spring 2021, Spring 2019",thi cours provid comprehens overview behavori endocrinolog begin hormon product action target issu continu explor varieti behavior hormon the cours use compar approach examin reciproc interact neuroendocrin system behavior consid effect hormon develop adult behavior addit
INTEGBI C144,anim behavior,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",an introduct compar anim behavior behavior physiolog evolutionari context includ limit analysi behavior genet develop learn aggress reproduct adapt physiolog substrat
INTEGBI C145,anim commun,3 Units,"Terms offered: Spring 2024, Spring 2022, Spring 2020",commun central live anim how anim commun thu central understand ecolog behavior neurobiolog evolut anim system thi cours focu understand basic principl drive commun system speci draw togeth topic rang physic properti environ physiolog sensori system anim behavior
INTEGBI 146LF,behavior ecolog laboratori,5 Units,"Terms offered: Spring 2019, Spring 2017, Spring 2015",an examin ecolog evolutionari base behavior divers topic cover includ behavior adapt respons sexual select anim mate system group live cooper competit interact current conceptu approach topic explor emphasi upon rigor test hypothes drawn primari literatur laboratori train method experiment
INTEGBI C147,neuroetholog complex anim behavior brain,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",neuroethologist studi neural system combin behavior neurosci understand neural mechan evolv variou anim solv particular problem encount environment nich thi compar approach emphas inform process transform brain particularli power understand neural system in cours learn import concept etholog
INTEGBI 148,compar anim physiolog,3 Units,"Terms offered: Fall 2022, Fall 2020, Fall 2018",compar studi physiolog system among anim phyla gener physiolog principl illustr examin variat neural muscular endocrin cardiovascular respiratori digest osmoregulatori system student read origin literatur give group present symposium
INTEGBI 150,evolutionari environment physiolog,3 Units,"Terms offered: Spring 2022, Spring 2020, Spring 2018",evolutionari physiolog studi physiolog trait aris modifi adapt environ an integr understand origin mainten physiolog trait encompass level biolog hierarchi molecular ecolog biogeograph essenti improv human health steward natur world current era rapid environment chang thi cours consist
INTEGBI 151,plant physiolog ecolog,4 Units,"Terms offered: Spring 2024, Spring 2022, Spring 2020",thi cours focus survey physiolog approach understand interact function perspect lectur cover physiolog adapt limit factor resourc photosynthesi carbon energi balanc water use relat nutrient relat link physiolog stabl isotop applic ecophysiolog stress physiolog life histori physiolog evolut
INTEGBI 151L,plant physiolog ecolog laboratori,2 Units,"Terms offered: Spring 2024, Spring 2022, Spring 2020",the laboratori focus instruct observ experiment approach method use plant physiolog ecolog student introduc wide rang techniqu make measur differ plant speci grow field greenhous week a group research project requir week
INTEGBI 152,environment toxicolog,4 Units,"Terms offered: Spring 2016, Spring 2015, Spring 2014",the environment fate effect toxic substanc human activ emphasi aquat system includ biolog effect molecular commun level cours review pollut type princip sourc impact aquat organ monitor approach regulatori issu
INTEGBI C153,ecolog,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",ecolog scientif disciplin focus interact organ
INTEGBI 154,plant ecolog,3 Units,"Terms offered: Fall 2017, Fall 2015, Fall 2013",an introduct ecolog plant cover individu popul commun global process topic includ form function popul ecolog life histori commun structur dynam disturb success divers global chang
INTEGBI 154L,plant ecolog laboratori,2 Units,"Terms offered: Fall 2015, Fall 2013, Spring 2005",field laboratori class plant ecolog laboratori exercis cover plant function morpholog dispers ecolog spatial dispers plant popul environment gradient plant distribut popul dynam simul restor ecolog independ project present concurr enrol integr biolog requir
INTEGBI C156,principl conserv biolog,4 Units,"Terms offered: Fall 2022, Summer 2022 Second 6 Week Session, Fall 2021",a survey principl practic conserv biolog factor affect creation destruct distribut biolog divers level gene speci ecosystem examin tool manag option deriv ecolog evolutionari biolog recov prevent loss biolog divers explor
INTEGBI 157LF,ecosystem california,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",the ecosystem california studi ecolog histor biogeograph perspect focu terrestri plant commun student learn identifi speci nativ plant mostli tree also domin plant biom field trip occur friday sever weekend student conduct group project involv plant inventori data collect well
INTEGBI C158L,biolog geomorpholog tropic island,15 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",in class student studi natur histori evolutionari biolog island terrestri freshwat organ commun marin organ coral reef lagoon system the student also learn geomorpholog volcan island coral reef reef island featur island biogeographi illustr topic link subsequ field studi island mo orea french polynesia the
INTEGBI 159,the live planet impact biospher earth system,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",earth complex dynam system interplay compon solid earth ocean atmospher govern condit planet outsid biota inhabit in turn life assert vast influenc abiot compon fact biospher crucial system compon we explor effect billion year evolv biospher system earth vice versa term climat
INTEGBI C160,evolut,4 Units,Terms offered: Fall 2023,an analysi pattern process organ evolut histori philosophi evolutionari thought differ line evid field inquiri bear understand evolut the major featur process evolut geolog time gener new form new lineag extinct popul process select adapt forc genet genom molecular basi evolut evolutionari
INTEGBI 161,popul evolutionari genet,4 Units,"Terms offered: Spring 2021, Spring 2019, Spring 2017",popul genet provid theoret foundat modern evolutionari think it also provid basi understand genet variat within popul we studi popul genet theori use illumin number differ topic includ exist sex altruism cooper genom evolut speciat human genet variat evolut
INTEGBI 162,ecolog genet,4 Units,"Terms offered: Spring 2020, Fall 2016, Fall 2014",thi cours integr ecolog genet evolutionari biolog it present contemporari approach studi evolut natur popul includ analyz herit ecolog import trait use molecular techniqu decompos genotyp document measur magnitud select natur system use model predict evolut natur popul case studi use examin evolutionari
INTEGBI 163,molecular genom evolut,3 Units,"Terms offered: Spring 2012, Spring 2011, Spring 2010",thi cours introduc undergradu studi evolut use molecular genom method topic includ rate evolut evolut sex chromosom insert delet dna sequenc evolut regulatori genet element method phylogenet infer gene duplic multigen famili transposon genom organ gene transfer dna polymorph within speci
INTEGBI 164,human genet genom,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours introduc student basic principl genet includ transmiss genet gene regul pedigre analysi genet map popul genet principl molecular evolut the cours also introduc student recent develop genom appli problem human genet diseas human histori relationship human closest rel
INTEGBI C165,botani,4 Units,Terms offered: Spring 2023,an studi taxonomi special focu plant we first learn plant classifi fit tree life practic challeng exist current practition botani next studi histori idea underli classif connect coloni extractivist activ sinc linnaeu final work creat new taxonomi acknowledg imagin
INTEGBI C166,biogeographi,4 Units,"Terms offered: Fall 2022, Fall 2021, Fall 2020",the cours provid histor background field biogeographi ecolog foundat need understand distribut abund speci chang time it also discuss develop technolog includ genom tool environment model togeth avail big data increasingli sophist analyt tool examin relev field global chang biolog
INTEGBI 167,evolut earth histori from gene fossil,4 Units,"Terms offered: Spring 2018, Spring 2016, Spring 2014",the divers life product evolutionari chang thi cours integr fossil molecular data consid outstand question studi evolut major topic cover includ origin earli evolut life expans biospher time gener variat mechan natur select genet development evolut relationship microevolut
INTEGBI 168L,plant divers evolut,4 Units,"Terms offered: Spring 2021, Spring 2019, Spring 2017",plant form foundat terrestri life critic human civil exhibit extraordinari varieti behaviour form function thi cours introduc global divers land plant evolut there far mani plant cover singl cours goal instead becom familiar major group understand evolut import human societi
INTEGBI 169,evolutionari medicin,4 Units,"Terms offered: Spring 2024, Summer 2023 First 6 Week Session, Spring 2023",thi cours explor way evolutionari theori natur select drift genet epigenet illumin understand human health diseas the cours begin overview primat hominid evolut human genet variat we evalu reproduct biolog health evolutionari len we explor human ecosystem interact influenc diet
INTEGBI 170LF,method popul commun ecolog,3 Units,"Terms offered: Spring 2019, Spring 2017, Spring 2015",thi cours introduct common research method popul commun ecolog each method applic first present lectur session illustr publish exampl the method practic subsequ group field exercis conduct local terrestri aquat marin habitat the cours focus sampl method experiment design statist analys use investig
INTEGBI C171,freshwat ecolog,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",lake river wetland estuari biolog rich dynam among vital vulner earth ecosystem lectur introduc gener topic includ natur histori freshwat biota habitat ecolog interact ecosystem linkag dynam broad principl illustr result select recent research public factor affect resili vulner
INTEGBI 172,coevolut from gene ecosystem,4 Units,"Terms offered: Spring 2024, Spring 2021, Spring 2020",the biolog world shape interact among speci these interact predat prey plant pollin host pathogen led impress array adapt help explain incred organism genet divers earth our understand coevolut respons reciproc select act two interact popul greatli facilit
INTEGBI 173LF,mammalog laboratori,5 Units,"Terms offered: Fall 2022, Fall 2020, Fall 2018",an advanc cours biolog mammal topic cover includ element modern mammalian biolog morpholog physiolog ecolog behavior for topic trait defin mammal emphas variat theme evid within modern mammalian lineag laboratori field explor biolog modern mammal laboratori use extens collect museum vertebr zoolog introduc
INTEGBI 174LF,ornitholog laboratori,4 Units,"Terms offered: Spring 2022, Spring 2019, Spring 2017",an advanc cours biolog bird laboratori introduct divers morpholog gener ecolog bird world
INTEGBI 175LF,herpetolog laboratori,4 Units,"Terms offered: Spring 2024, Spring 2022, Spring 2020",lectur introduc student divers amphibian reptil basi emphasi systemat ecolog morpholog life histori laboratori teach student diagnost characterist function attribut amphibian reptil basi field trip acquaint student techniqu collect preserv identifi studi amphibian rept
INTEGBI C176L,fish ecolog,3 Units,"Terms offered: Spring 2023, Spring 2022, Spring 2021",introduct fish ecolog particular emphasi identif ecolog california inland fish thi cours expos student divers fish found california emphas physic temperatur flow biotic predat competit dam fisheri factor affect distribut divers abund fish
INTEGBI 177LF,ichthyolog an introduct scientif process through research fish,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",did know closest live fish rel build cocoon hibern three year or fish make live eat scale thi class conduct publish research evolut ecolog behavior actual scienc fish we attempt answer unknown question evolut fascin adapt divers group fish laboratori field
INTEGBI 178,interact,3 Units,Terms offered: Fall 2022,thi cours present broad overview divers interact plant anim includ antagonist mutualist interact well interact involv multipl speci across trophic level it emphas interact variou ecosystem we consid ecolog evolutionari aspect mechan impact interact incorpor basic knowledg advanc appli approach
INTEGBI 181L,paleobotani the year histori green planet,4 Units,"Terms offered: Spring 2024, Spring 2022, Spring 2020",introduct evolut plant terrestri
INTEGBI 183L,evolut vertebr laboratori,4 Units,"Terms offered: Spring 2015, Spring 2013, Spring 2011",introduct vertebr paleontolog focus histori phylogeni vertebr rang fish human emphasi evolut taxonomi function morpholog fauna time problem vertebr histori includ divers time extinct laboratori vertebr fossil focus demonstr studi problem relat taxonomi evolut function morpholog structur preserv
INTEGBI 184L,morpholog vertebr skeleton laboratori,4 Units,"Terms offered: Fall 2023, Fall 2021, Fall 2019",lectur compar osteolog vertebr emphasi select group terrestri vertebr consid paleoecolog paleoclimatolog biostratigraph analys laboratori compar osteolog vertebr emphasi select group vertebr structur anatomi morpholog function develop vertebr skeleton
INTEGBI 190,seminar integr biolog major,1 - 3 Units,"Terms offered: Spring 2016, Spring 2015, Spring 2014",thi undergradu cours allow student pursu special topic biolog seminar format the specif content cours vari base topic instructor in gener weekli meet provid forum extend discuss select aspect evolutionari biolog supplementari read assign provid critic background inform keep student engag relev
INTEGBI 191,direct undergradu research,3 Units,"Terms offered: Spring 2020, Spring 2017, Fall 2016",thi cours intend advanc undergradu wish pursu independ research project mentorship ib faculti member research project rigor provid signific train method evoluntionari research a project propos requir enrol student expect produc substanti written summari work
INTEGBI 192,appli pedagogi integr biolog,2 - 3 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours provid undergradu student direct experi pedagog practic laboratori cours set mani student seek opportun continu particip laboratori cours alreadi complet due interest topic desir engag process biolog instruct thi cours allow qualifi undergradu gain direct experi instruct lab cours
INTEGBI 193,practic pedagogi becom effect instructor biolog,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours provid undergradu conceptu practic expertis teach cours biolog through discuss implement divers pedagog practic student gain compet instructor further understand select topic evolutionari biolog
INTEGBI C195,introduct global health dispar research,2 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",thi cours prepar student conduct global health research project low countri lmic provid background global health emphas infecti diseas research intern research ethic conduct health research set lead student process prepar conduct complet research project modul focus cultur commun
INTEGBI H196A,thesi cours,3 Units,"Terms offered: Fall 2016, Fall 2013, Fall 2012",individu studi research least one academ year special problem chosen consult member staff prepar thesi broader aspect work
INTEGBI H196B,thesi cours,3 Units,"Terms offered: Spring 2014, Fall 2013, Spring 2013",individu studi research least one academ year special problem chosen consult member staff prepar thesi broader aspect work
INTEGBI 197,supervis internship,1 - 4 Units,"Terms offered: Fall 2016, Spring 2015, Spring 2014",supervis experi relev specif topic biolog organ written report evalu internship supervisor requir
INTEGBI 198,supervis group studi research by upper divis student,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",undergradu research small group
INTEGBI 198BC,berkeley connect,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",berkeley connect mentor program offer variou academ depart help student build intellectu commun over cours semest enrol student particip regular discuss facilit graduat student mentor follow curriculum meet graduat student mentor academ advis attend lectur panel discuss featur depart
INTEGBI 199,supervis independ studi research,1 - 4 Units,"Terms offered: Fall 2016, Summer 2016 10 Week Session, Spring 2014",enrol restrict appli see depart
INTEGBI C200,principl phylogenet,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022, Spring 2020, Spring 2018, Spring 2016",the core theori methodolog compar biolog begin
INTEGBI C201,introduct quantit method in biolog,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours provid introduct varieti quantit method use biolog mathemat underpin while topic cover depth cours provid overview sever differ topic commonli encount modern biolog research includ differenti equat system differenti equat review basic concept linear algebra introduct probabl
INTEGBI C204,research review anim behavior behavior review,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours provid rigor critic review current research anim behavior emphas includ hypothesi test experiment design well method data collect analysi each week student cours present origin research form seminar present grant propos manuscript through discuss seminar particip present gain critic feedback regard
INTEGBI C205,quantit method ecolog environment model,3 Units,"Terms offered: Fall 2015, Fall 2013, Fall 2012, Fall 2011, Fall 2009",thi cours review background mathemat statist tool necessari student interest pursu ecolog environment model topic includ linear algebra differ equat ordinari differenti equat partial differenti equat model stochast process paramet estim number statist techniqu thi cours recommend prerequisit advanc
INTEGBI 206,statist phylogenet,3 Units,"Terms offered: Fall 2022, Fall 2020, Fall 2018",thi cours aim student wish understand evolutionari model method estim phylogeni tree repres organ relat one anoth topic includ markov chain appli phylogenet maximum likelihood estim bayesian estim combinator evolutionari tree markov chain mont carlo distanc parsimoni method estim tree optim
INTEGBI C215,commun ocean scienc,4 Units,"Terms offered: Spring 2021, Spring 2020, Spring 2019, Spring 2015, Fall 2014, Spring 2014, Spring 2013",for graduat student interest improv abil commun scientif knowledg teach ocean scienc elementari school scienc the cours combin instruct teach method learn pedagogi six week supervis teach experi local school classroom lawrenc hall scienc partner
INTEGBI C216,freshwat ecolog,3 Units,"Terms offered: Spring 2022, Spring 2021, Spring 2020, Spring 2015, Spring 2014, Spring 2013",thi graduat cours combin formal lectur discuss overal goal expos student gener concept freshwat ecolog we discuss broad rang topic includ freshwat environ biota natur select adapt evolut food web trophic cascad linkag resili freshwat ecosystem global
INTEGBI C217,biomimet engin engin biolog,3 Units,"Terms offered: Fall 2017, Spring 2014, Fall 2010",studi natur solut specif problem aim determin appropri engin analog morpholog scale design organ appli engin structur mechan principl natur applic engin devic mechan behavior biolog materi govern underli microstructur potenti synthesi engin materi redund
INTEGBI 222,seminar physiolog energet biomechan,2 Units,"Terms offered: Fall 2022, Spring 2022, Fall 2021",discuss critiqu scientif literatur current topic physiolog energet biomechan emphasi metabol energet topic includ effici mechan muscl function oxid stress develop metabol physiolog biochemistri compar aspect
INTEGBI 223,seminar bioenerget metabol,2 Units,"Terms offered: Fall 2023, Fall 2021, Fall 2020",immedi adapt bodi exercis physiolog limit work capac relat age sex diet environment factor natur activ
INTEGBI C226,isotop,2 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2020",thi seminar explor current topic employ use stabl isotop discuss topic includ area biolog paleontolog biogeochemistri soil scienc atmospher scienc student requir lead least one discuss relev literatur topic area
INTEGBI C227,stabl isotop ecolog,5 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022, Spring 2021, Spring 2020, Spring 2019, Spring 2016",cours focus principl applic stabl isotop chemistri appli broad scienc ecolog lectur topic includ principl isotop behavior chemistri isotop measur context terrestri aquat marin ecolog process problem student particip set laboratori exercis involv prepar sampl choic
INTEGBI 230,marin ecosystem global chang,1 Unit,"Terms offered: Spring 2022, Fall 2018, Spring 2018",the purpos cours discuss recent advanc effect global chang inclus climat chang pollut overfish introduc speci etc aspect coastal marin estuarin ecosystem thi class aim graduat student advanc undergradu student readi read primari literatur engag activ discuss find implic student interest learn
INTEGBI 232,seminar biomechan,2 Units,"Terms offered: Fall 2019, Fall 2017, Spring 2017",present discuss critiqu current literatur scientif research current topic compar biomechan includ solid fluid mechan locomot energet
INTEGBI 234,seminar biolog amphibian reptil,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",review current research activ literatur concern biolog amphibian reptil
INTEGBI 241,advanc topic develop,3 Units,"Terms offered: Spring 2019, Spring 2018, Spring 2015",thi cours examin intent endocrin disrupt use pharmaceut regul hormon human livestock wildlif we also evalu endocrin disrupt pollut impact wildlif human includ potenti role cancer
INTEGBI C242,cteg evolut genet genom seminar,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi graduat seminar consist weekli present berkeley graduat student well outsid speaker topic surround evolut genet genom mani lab spread across differ depart research program focus evolut genet genom howev challeng keep abreast research identifi potenti collabor due dispers lab across differ depart
INTEGBI 246,seminar system biolog,2 Units,"Terms offered: Spring 2015, Spring 2014, Spring 2013",thi cours discuss semin paper field system biolog particular emphasi gene regul cell biolog the cours cover critic analysi primari research data comput model import theoret concept system biolog topic vari year year
INTEGBI 248,compar physiolog endocrinolog seminar,1 Unit,"Terms offered: Spring 2024, Spring 2023, Spring 2022",review report current research vertebr endocrinolog physiolog
INTEGBI 249,seminar evolutionari genet,1 Unit,"Terms offered: Fall 2020, Spring 2009, Spring 2008",recent develop evolutionari genet discuss seminar format
INTEGBI 250,seminar ecolog,2 Units,"Terms offered: Spring 2021, Spring 2020, Spring 2019",read discuss current topic
INTEGBI 251,ecolog research review,1 Unit,"Terms offered: Spring 2021, Fall 2020, Fall 2019",report discuss origin research
INTEGBI 257,current topic behavior physiolog,2 Units,"Terms offered: Spring 2010, Spring 2009, Fall 1999",topic vari report discuss current literatur
INTEGBI 259,advanc paleoecolog,2 Units,"Terms offered: Fall 2013, Spring 2011, Spring 2009",topic vari year year includ paleoecolog major group organ major environ popul commun evolutionari taxonom persepect
INTEGBI 262,seminar comput biolog,1 Unit,"Terms offered: Spring 2009, Fall 2008",student discuss origin paper gener area comput biolog discuss new research present instructor cours invit speaker depart uc berkeley univers research group
INTEGBI 263,genet evolut skeleton,2 Units,"Terms offered: Spring 2016, Spring 2015, Spring 2012",in seminar explor genet underpin vertebr skelet variat review inform incorpor evolutionari paleontolog studi topic includ quantit genet analys cranial variat development genet limb dentit thi cours tailor semest cover new research therefor student may enrol cours multipl semest
INTEGBI 264,seminar evolutionari biolog vertebr,1 Unit,"Terms offered: Fall 2023, Spring 2023, Fall 2022",present result origin research student faculti visitor
INTEGBI 265,advanc studi hominid paleobiolog,2 Units,"Terms offered: Fall 2020, Spring 2020, Fall 2019",thi graduat level cours focus special topic within hominid evolutionari studi the topic semest decid upon first class meet previou advanc train biolog human evolutionari studi evolutionari theori requir
INTEGBI 268,seminar evolut speci level,2 Units,"Terms offered: Fall 2009, Fall 2006, Fall 2004",current issu macroevolut paleobiolog use neontolog paleontolog data
INTEGBI 281,seminar evolut,2 Units,"Terms offered: Spring 2023, Spring 2022, Spring 2021",advanc studi current literatur variou field evolut topic vari year year
INTEGBI 283,seminar vertebr evolut paleontolog,1 Unit,"Terms offered: Fall 2017, Fall 2016, Spring 2016",present discuss origin research new literatur vertebr evolut paleontolog syllabu read list vari topic chang semest semest open undergradu student permiss enrol limit
INTEGBI 286,seminar paleontolog,2 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",advanc studi current literatur variou field paleontolog topic vari year year
INTEGBI 287,paleontolog seminar seri,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",seminar seri base recent publish research relev mission univers california museum paleontolog
INTEGBI 290,research seminar,1 - 2 Units,"Terms offered: Spring 2024, Fall 2023, Fall 2022",advanc studi variou field integr biolog topic announc advanc semest enrol one section permit
INTEGBI 291,research seminar,1 Unit,"Terms offered: Fall 2018, Fall 2017, Fall 2016",review discuss topic current interest topic vari
INTEGBI 292,integr biolog colloquium,0.0 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",meet present origin work faculti visit lectur graduat student
INTEGBI 296,special studi graduat student,1 - 4 Units,"Terms offered: Spring 2016, Fall 2015, Spring 2015",read advanc studi arrang staff member
INTEGBI 297,direct field studi,1 - 8 Units,"Terms offered: Spring 2017, Fall 2016, Spring 2016",open qualifi student directli engag field studi
INTEGBI 298,special studi integr biolog,1 - 12 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",graduat research small group
INTEGBI 299,graduat research,1 - 12 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",credit award accord work plan accomplish
INTEGBI N299,graduat research,1 - 6 Units,"Terms offered: Summer 2015 Second 6 Week Session, Summer 2010 10 Week Session, Summer 2007 10 Week Session",graduat student research
INTEGBI 304,dissemin research your interfac public,2 Units,"Terms offered: Spring 2018, Spring 2017, Fall 2012",thi cours consist lectur class discuss mechan commun scienc public we consid convey issu process find scientif research varieti audienc use differ media poster web page newslett newspap magazin articl book televis project conduct team student direct supervis instructor
INTEGBI 305,thrive academia,2 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",seri lectur workshop prepar graduat student mani aspect academ career includ grant propos write give talk meet academ depart prepar job applic job interview advis graduat student postdoc review manuscript grant propos servic activ time manag work teach colleg research univers altern career etc
INTEGBI 375,teach colloquium graduat student instructor train,2 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",seri workshop seminar involv graduat student faculti particip the main object cours train graduat student becom effect instructor discuss import issu graduat student face teach undergradu class
INTEGBI 400,train stabl isotop method mass spectrometri,1 Unit,"Terms offered: Fall 2023, Fall 2022, Fall 2021",an intens lectur laboratori train cours fundament principl practic applic stabl isotop method biogeochemistri ecolog physiolog environment scienc topic cover sampl prepar oper isotop ratio mass spectromet analysi stabl isotop data thi cours requir student interest use facil hous center stabl isotop biogeochemistri
INTEGBI C407,introduct scientif dive,3 Units,"Terms offered: Spring 2017, Spring 2016, Spring 2015",dive physic physiolog medicin rescu decompress theori navig environ marin life research method equip univers regul cours lead univers certif use underwat life support apparatu studi research univers auspic
INTEGBI 601,individu studi master student,1 - 8 Units,"Terms offered: Spring 2016, Fall 2015, Spring 2015",individu studi comprehens requir consult major advis unit may use meet either unit resid requir master degre
INTEGBI 602,individu studi doctor student,1 - 8 Units,"Terms offered: Spring 2016, Fall 2015, Spring 2015",individu studi consult major advis intend provid opportun qualifi student prepar variou examin requir candid
INTEGBI N602,individu studi doctor student,1 - 6 Units,Terms offered: Prior to 2007,formerli paleon zoolog botani physiol anatomi individu studi consult major field adadvis intend provid opportun qualifi student prepar variou examin requir candid
IRANIAN 110A,middl persian,3 Units,"Terms offered: Fall 2010, Fall 2009, Fall 2008",manichaean middl persian text introduct pahlavi
IRANIAN 110B,middl persian,3 Units,"Terms offered: Spring 2007, Spring 2001, Spring 1999",manichaean middl persian text introduct pahlavi
IRANIAN 111A,old iranian,3 Units,Terms offered: Fall 1995,text venidad yasht achaemenid inscript
IRANIAN 111B,old iranian,3 Units,Terms offered: Spring 1997,text venidad yasht achaemenid inscript
IRANIAN 201A,iranian philolog,3 Units,"Terms offered: Fall 2022, Spring 2021, Spring 2020",read text avestan western middl iranian sogdian taken zoroastrian manichaean buddhist text
IRANIAN 201B,iranian philolog,3 Units,"Terms offered: Spring 2022, Spring 2011, Spring 2009",read text avestan western middl iranian sogdian taken zoroastrian manichaean buddhist text
ISF 10,endur question great book western tradit,4 Units,"Terms offered: Fall 2022, Fall 2021, Fall 2020",thi cours broad survey major canon work great book emphas premodern tradit western civil sinc greek these text offer respons central question across disciplinari divid continu inform contemporari work social scienc human by consid endur question respons writer ancient mediev earli modern modern europ
